Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Acct_Open_Dt,Defaulted
137599,18,0,2,M,Married,387.745597,11/23/2007,11/23/2009
100607,62,43,2,F,Married,62.914229,11/22/2007,11/22/2009
196332,70,52,2,F,Single,188.6227569,11/21/2007,11/21/2009
109823,23,6,2,F,Married,338.6778191,11/20/2007,11/20/2009
110799,25,7,2,F,Single,562.181514,11/19/2007,11/19/2009
190133,18,0,2,M,Single,463.2390525,11/18/2007,11/18/2009
131459,61,42,2,M,Single,400.0163768,11/17/2007,11/17/2009
132014,65,45,2,M,Single,533.4980434,11/16/2007,11/16/2009
129946,16,0,2,M,Single,782.3743275,11/15/2007,11/15/2009
100312,34,14,2,M,Married,353.1886871,11/14/2007,11/14/2009
196152,43,23,2,F,Single,141.6558586,11/13/2007,11/13/2009
123968,19,0,2,F,Single,472.1382826,11/12/2007,11/12/2009
172964,60,39,2,F,Single,301.1482711,11/11/2007,11/11/2009
187693,23,4,2,M,Married,551.8162587,11/10/2007,11/10/2009
148491,45,24,2,F,Married,620.9608287,11/9/2007,11/9/2009
160769,21,4,2,M,Single,753.1638178,11/8/2007,11/8/2009
140732,38,20,2,F,Married,421.6299652,11/7/2007,11/7/2009
168134,16,0,2,F,Single,414.7386962,11/6/2007,11/6/2009
133739,58,37,2,M,Single,800.9668415,11/5/2007,11/5/2009
109392,68,50,2,M,Single,86.40253407,11/4/2007,11/4/2009
114614,64,47,2,F,Married,45.8953299,11/3/2007,11/3/2009
189329,34,16,2,F,Single,344.2895924,11/2/2007,11/2/2009
139960,43,24,2,F,Single,478.956515,11/1/2007,11/1/2009
115796,53,33,2,F,Married,260.947997,10/31/2007,10/31/2009
156634,27,8,2,F,Single,685.5365484,10/30/2007,10/30/2009
112483,16,0,2,F,Single,535.3980403,10/29/2007,10/29/2009
176091,26,6,2,M,Married,376.8354896,10/28/2007,10/28/2009
182799,42,22,2,M,Single,756.6293924,10/27/2007,10/27/2009
126520,50,29,2,M,Single,518.1773009,10/26/2007,10/26/2009
138948,25,8,2,F,Married,475.6124439,10/25/2007,10/25/2009
122791,53,34,2,F,Married,358.3340559,10/24/2007,10/24/2009
144515,67,50,2,M,Married,103.0383765,10/23/2007,10/23/2009
125466,47,28,2,F,Married,334.1708324,10/22/2007,10/22/2009
184719,34,16,2,M,Single,443.5268424,10/21/2007,10/21/2009
198791,67,48,2,M,Single,138.816053,10/20/2007,10/20/2009
157984,47,30,2,F,Single,535.32901,10/19/2007,10/19/2009
147620,48,27,2,F,Married,571.8643026,10/18/2007,10/18/2009
107372,66,47,2,F,Married,292.5163962,10/17/2007,10/17/2009
135757,50,31,2,F,Single,389.7354599,10/16/2007,10/16/2009
198806,34,14,2,M,Married,558.5397196,10/15/2007,10/15/2009
181139,21,4,2,F,Single,715.6296193,10/14/2007,10/14/2009
150686,60,40,2,F,Married,256.5214825,10/13/2007,10/13/2009
153573,55,34,2,F,Single,382.7987489,10/12/2007,10/12/2009
126059,19,0,2,M,Single,511.7228049,10/11/2007,10/11/2009
147340,60,40,2,M,Married,201.4466206,10/10/2007,10/10/2009
157860,52,35,2,M,Married,488.2366164,10/9/2007,10/9/2009
101320,20,3,2,F,Single,315.5982887,10/8/2007,10/8/2009
199787,30,11,2,M,Married,232.6932893,10/7/2007,10/7/2009
163134,68,49,2,F,Single,130.1047303,10/6/2007,10/6/2009
134402,68,51,2,M,Single,141.1640445,10/5/2007,10/5/2009
173603,36,17,2,M,Married,205.3902518,10/4/2007,10/4/2009
158254,60,43,2,F,Single,320.0999341,10/3/2007,10/3/2009
193336,69,49,2,F,Single,417.6620295,10/2/2007,10/2/2009
155764,42,22,2,F,Married,526.5832167,10/1/2007,10/1/2009
134297,56,36,2,F,Married,309.7220679,9/30/2007,9/30/2009
196909,24,7,2,F,Single,692.2309,9/29/2007,9/29/2009
112958,20,2,2,F,Married,281.0141047,9/28/2007,9/28/2009
123394,61,42,2,F,Single,24.21601283,9/27/2007,9/27/2009
168588,69,49,2,M,Single,384.149582,9/26/2007,9/26/2009
156649,17,0,2,M,Married,339.9900303,9/25/2007,9/25/2009
174049,43,23,2,M,Married,288.172329,9/24/2007,9/24/2009
119043,16,0,2,M,Single,1248.405899,9/23/2007,9/23/2009
188603,28,8,2,F,Married,324.6162633,9/22/2007,9/22/2009
163646,17,0,2,M,Married,626.8658074,9/21/2007,9/21/2009
128649,66,47,2,M,Married,223.7601178,9/20/2007,9/20/2009
176348,24,5,2,F,Single,563.6946496,9/19/2007,9/19/2009
103107,22,4,2,M,Single,1394.085068,9/18/2007,9/18/2009
115954,21,2,2,F,Married,287.8762396,9/17/2007,9/17/2009
135840,56,39,2,F,Married,294.1870698,9/16/2007,9/16/2009
134804,33,14,2,F,Married,278.7847833,9/15/2007,9/15/2009
116768,35,15,2,M,Married,366.0017822,9/14/2007,9/14/2009
142373,28,8,2,M,Single,421.3970439,9/13/2007,9/13/2009
179705,17,0,2,F,Married,105.5195049,9/12/2007,9/12/2009
124299,62,42,2,M,Single,65.68530084,9/11/2007,9/11/2009
107134,19,2,2,M,Married,479.8115482,9/10/2007,9/10/2009
146923,58,39,2,F,Single,428.8592904,9/9/2007,9/9/2009
144286,37,19,2,F,Single,264.6726718,9/8/2007,9/8/2009
136954,65,45,2,F,Married,110.1622715,9/7/2007,9/7/2009
129391,51,31,2,F,Married,100.2061501,9/6/2007,9/6/2009
141220,55,36,2,F,Married,293.2596459,9/5/2007,9/5/2009
174163,26,7,2,F,Single,639.34696,9/4/2007,9/4/2009
104841,64,44,2,M,Married,60.55368144,9/3/2007,9/3/2009
186676,39,22,2,M,Married,365.1659112,9/2/2007,9/2/2009
101039,22,5,2,M,Married,185.4327464,9/1/2007,9/1/2009
199376,49,32,2,M,Single,462.1949318,8/31/2007,8/31/2009
133428,62,44,2,F,Single,386.6502847,8/30/2007,8/30/2009
169392,25,6,2,F,Single,430.1482025,8/29/2007,8/29/2009
114603,16,0,2,M,Single,475.5995397,8/28/2007,8/28/2009
160510,22,5,2,F,Married,681.6681284,8/27/2007,8/27/2009
178300,53,35,2,F,Married,369.8709847,8/26/2007,8/26/2009
127564,68,48,2,M,Single,300.270217,8/25/2007,8/25/2009
155351,61,41,2,M,Single,184.1277861,8/24/2007,8/24/2009
133254,59,42,2,M,Single,525.6856088,8/23/2007,8/23/2009
139979,19,1,2,F,Single,1162.112704,8/22/2007,8/22/2009
100467,68,51,2,F,Single,177.9324401,8/21/2007,8/21/2009
176097,21,2,2,M,Married,115.6370943,8/20/2007,8/20/2009
157157,24,5,2,F,Single,362.3409641,8/19/2007,8/19/2009
176476,17,0,2,F,Married,432.9213332,8/18/2007,8/18/2009
176253,25,8,2,M,Single,469.5215724,8/17/2007,8/17/2009
106507,41,24,2,M,Married,365.3682534,8/16/2007,8/16/2009
135354,17,0,2,M,Married,584.5653071,8/15/2007,8/15/2009
138241,63,46,2,M,Married,66.23357793,8/14/2007,8/14/2009
136760,57,39,2,F,Single,421.8803667,8/13/2007,8/13/2009
138683,17,0,2,M,Married,553.8790435,8/12/2007,8/12/2009
180127,31,12,2,F,Single,424.2943953,8/11/2007,8/11/2009
157762,16,0,2,M,Married,204.9570603,8/10/2007,8/10/2009
109165,27,9,2,F,Single,331.6471059,8/9/2007,8/9/2009
156817,16,0,2,F,Single,1133.909051,8/8/2007,8/8/2009
144840,22,5,2,F,Married,235.5643519,8/7/2007,8/7/2009
130427,69,48,2,F,Single,270.9878941,8/6/2007,8/6/2009
116082,67,50,2,F,Married,256.2403446,8/5/2007,8/5/2009
111243,31,14,2,M,Single,293.3821636,8/4/2007,8/4/2009
138712,37,16,2,M,Married,422.4744399,8/3/2007,8/3/2009
145750,34,13,2,F,Single,384.9820021,8/2/2007,8/2/2009
130480,65,48,2,M,Single,234.8463574,8/1/2007,8/1/2009
179940,63,42,2,M,Married,107.6584512,7/31/2007,7/31/2009
192857,23,6,2,M,Single,681.6024216,7/30/2007,7/30/2009
131794,21,2,2,M,Single,917.9892784,7/29/2007,7/29/2009
100901,43,23,2,M,Married,330.1191091,7/28/2007,7/28/2009
176096,53,36,2,F,Married,476.5679194,7/27/2007,7/27/2009
115009,26,9,2,F,Single,521.7207259,7/26/2007,7/26/2009
168636,25,6,2,M,Married,642.8873908,7/25/2007,7/25/2009
195119,19,0,2,F,Married,290.1292949,7/24/2007,7/24/2009
129921,59,38,2,M,Married,375.8090896,7/23/2007,7/23/2009
110225,68,51,2,M,Single,246.7727365,7/22/2007,7/22/2009
170144,20,1,2,F,Married,181.1133935,7/21/2007,7/21/2009
158281,21,3,2,M,Single,1014.926338,7/20/2007,7/20/2009
151963,63,44,2,M,Single,122.490126,7/19/2007,7/19/2009
150132,19,1,2,F,Married,121.0765599,7/18/2007,7/18/2009
115130,37,18,2,F,Married,495.27612,7/17/2007,7/17/2009
151827,35,15,2,M,Married,373.2377504,7/16/2007,7/16/2009
183530,22,5,2,M,Single,758.3316514,7/15/2007,7/15/2009
176701,67,46,2,F,Married,222.2513137,7/14/2007,7/14/2009
151850,68,50,2,M,Single,42.99304197,7/13/2007,7/13/2009
145758,69,51,2,F,Married,386.8914346,7/12/2007,7/12/2009
178969,69,51,2,M,Married,264.7913926,7/11/2007,7/11/2009
137626,23,6,2,F,Married,255.527599,7/10/2007,7/10/2009
139013,46,29,2,F,Single,477.8429567,7/9/2007,7/9/2009
129952,68,51,2,M,Married,31.12221416,7/8/2007,7/8/2009
118320,67,48,2,F,Single,23.17656269,7/7/2007,7/7/2009
116783,36,15,2,F,Single,238.8627913,7/6/2007,7/6/2009
172145,61,44,2,M,Married,32.13850999,7/5/2007,7/5/2009
149669,65,45,2,F,Married,351.1961222,7/4/2007,7/4/2009
162323,69,50,2,M,Married,61.21346914,7/3/2007,7/3/2009
184533,17,0,2,F,Married,215.2266118,7/2/2007,7/2/2009
166127,16,0,2,F,Married,304.3596949,7/1/2007,7/1/2009
194081,16,0,2,F,Married,250.5357625,6/30/2007,6/30/2009
185098,20,1,2,F,Married,306.5802683,6/29/2007,6/29/2009
118829,63,46,2,F,Married,34.36052183,6/28/2007,6/28/2009
113585,29,12,2,F,Single,474.8403496,6/27/2007,6/27/2009
121660,61,43,2,F,Married,252.4533935,6/26/2007,6/26/2009
134103,54,33,2,F,Married,267.5866584,6/25/2007,6/25/2009
144413,68,51,2,M,Single,267.2097953,6/24/2007,6/24/2009
160670,30,13,2,F,Married,481.0608707,6/23/2007,6/23/2009
168830,63,46,2,M,Single,410.8016095,6/22/2007,6/22/2009
149617,61,42,2,F,Married,70.23548331,6/21/2007,6/21/2009
157853,58,40,2,M,Single,877.1687137,6/20/2007,6/20/2009
132224,28,8,2,F,Married,222.4028062,6/19/2007,6/19/2009
110919,58,41,2,M,Married,382.7712477,6/18/2007,6/18/2009
131410,62,41,2,F,Single,102.6944895,6/17/2007,6/17/2009
196484,36,19,2,F,Single,422.9126911,6/16/2007,6/16/2009
200208,21,2,2,M,Married,484.4608066,6/15/2007,6/15/2009
167381,47,27,2,F,Single,568.1048662,6/14/2007,6/14/2009
189976,51,32,2,F,Married,476.4940151,6/13/2007,6/13/2009
124596,46,26,2,F,Single,691.5961948,6/12/2007,6/12/2009
164942,63,43,2,F,Married,66.30321234,6/11/2007,6/11/2009
161841,69,52,2,M,Married,213.322691,6/10/2007,6/10/2009
126368,70,50,2,M,Single,400.0748994,6/9/2007,6/9/2009
188105,16,0,2,F,Married,309.9269399,6/8/2007,6/8/2009
167399,19,1,2,M,Single,1084.643825,6/7/2007,6/7/2009
147909,60,43,2,M,Single,131.0345546,6/6/2007,6/6/2009
188652,23,4,2,F,Married,343.544987,6/5/2007,6/5/2009
160235,25,7,2,M,Married,599.941101,6/4/2007,6/4/2009
120755,21,2,2,M,Single,1034.576892,6/3/2007,6/3/2009
147503,25,7,2,F,Single,759.9206549,6/2/2007,6/2/2009
195194,16,0,2,F,Married,253.2009313,6/1/2007,6/1/2009
136781,19,1,2,M,Married,619.2836967,5/31/2007,5/31/2009
101294,16,0,2,M,Married,454.3752391,5/30/2007,5/30/2009
190665,29,9,2,F,Single,454.4628239,5/29/2007,5/29/2009
146889,26,6,2,F,Single,521.4251691,5/28/2007,5/28/2009
100471,58,40,2,F,Married,313.3115668,5/27/2007,5/27/2009
128105,26,5,2,F,Single,743.8404236,5/26/2007,5/26/2009
169744,25,7,2,F,Married,271.4999002,5/25/2007,5/25/2009
103054,36,16,2,M,Married,246.7423689,5/24/2007,5/24/2009
111714,18,0,2,M,Married,469.4447224,5/23/2007,5/23/2009
165997,24,6,2,M,Married,358.6754086,5/22/2007,5/22/2009
180588,69,49,2,F,Single,181.6719283,5/21/2007,5/21/2009
112888,37,16,2,F,Married,331.1874007,5/20/2007,5/20/2009
108621,68,47,2,F,Married,394.5895239,5/19/2007,5/19/2009
145441,28,8,2,M,Married,377.2063695,5/18/2007,5/18/2009
182604,18,0,2,F,Married,184.2619675,5/17/2007,5/17/2009
199314,49,30,2,M,Married,355.1656604,5/16/2007,5/16/2009
148672,61,44,2,M,Single,182.8579739,5/15/2007,5/15/2009
136216,44,25,2,F,Single,417.6475313,5/14/2007,5/14/2009
131221,24,6,2,M,Single,906.1379206,5/13/2007,5/13/2009
111950,65,47,2,F,Married,151.1795166,5/12/2007,5/12/2009
127337,21,4,2,F,Married,388.349014,5/11/2007,5/11/2009
126002,23,4,2,F,Married,220.3915989,5/10/2007,5/10/2009
179326,60,43,2,F,Single,673.7004525,5/9/2007,5/9/2009
167632,30,9,2,M,Single,358.7909877,5/8/2007,5/8/2009
106693,23,5,2,M,Single,726.7582512,5/7/2007,5/7/2009
120448,69,52,2,F,Married,78.00479255,5/6/2007,5/6/2009
167642,66,45,2,M,Married,240.0206554,5/5/2007,5/5/2009
140023,38,17,2,M,Single,784.4685291,5/4/2007,5/4/2009
187201,61,41,2,M,Married,84.50606754,5/3/2007,5/3/2009
132905,65,46,2,M,Married,189.1190181,5/2/2007,5/2/2009
197916,19,0,2,M,Married,369.0411629,5/1/2007,5/1/2009
158355,16,0,2,M,Single,437.8069624,4/30/2007,4/30/2009
185366,41,24,2,M,Married,354.2510202,4/29/2007,4/29/2009
167963,39,22,2,M,Married,448.20283,4/28/2007,4/28/2009
180133,23,4,2,F,Married,500.0157464,4/27/2007,4/27/2009
135025,44,26,2,M,Married,681.5267918,4/26/2007,4/26/2009
185447,33,13,2,M,Married,379.5789069,4/25/2007,4/25/2009
196919,18,1,2,M,Married,260.0719096,4/24/2007,4/24/2009
181808,37,18,2,F,Married,488.343685,4/23/2007,4/23/2009
187621,24,7,2,F,Married,659.7952018,4/22/2007,4/22/2009
117381,70,53,2,F,Married,154.7307542,4/21/2007,4/21/2009
182988,29,8,2,F,Married,315.2526124,4/20/2007,4/20/2009
189352,70,50,2,M,Single,459.0836812,4/19/2007,4/19/2009
141230,42,22,2,M,Married,349.1696365,4/18/2007,4/18/2009
186749,34,15,2,M,Single,446.7676713,4/17/2007,4/17/2009
151303,60,41,2,F,Single,336.7476761,4/16/2007,4/16/2009
103113,69,49,2,M,Single,283.4059068,4/15/2007,4/15/2009
150981,54,37,2,F,Married,433.7988397,4/14/2007,4/14/2009
180306,20,3,2,F,Married,124.4894147,4/13/2007,4/13/2009
168963,18,1,2,F,Married,133.9794244,4/12/2007,4/12/2009
151690,35,18,2,F,Married,290.8274344,4/11/2007,4/11/2009
148352,33,16,2,F,Single,182.0703443,4/10/2007,4/10/2009
178009,70,53,2,M,Married,213.597578,4/9/2007,4/9/2009
100778,65,47,2,M,Single,327.3019603,4/8/2007,4/8/2009
130843,55,34,2,M,Single,898.5889774,4/7/2007,4/7/2009
162913,17,0,2,F,Married,198.3257158,4/6/2007,4/6/2009
131367,56,35,2,F,Married,304.3149226,4/5/2007,4/5/2009
120837,31,10,2,F,Single,367.4919132,4/4/2007,4/4/2009
161194,35,18,2,M,Married,313.9556337,4/3/2007,4/3/2009
120604,38,20,2,F,Single,403.5861793,4/2/2007,4/2/2009
191325,67,50,2,F,Married,84.28116303,4/1/2007,4/1/2009
109426,21,2,2,M,Single,1238.855434,3/31/2007,3/31/2009
183067,66,48,2,F,Married,252.7599084,3/30/2007,3/30/2009
118698,32,12,2,M,Single,484.183253,3/29/2007,3/29/2009
114149,68,51,2,M,Married,67.09859785,3/28/2007,3/28/2009
175464,39,22,2,F,Single,380.2390255,3/27/2007,3/27/2009
181057,21,3,2,M,Married,883.5604761,3/26/2007,3/26/2009
177911,39,18,2,F,Married,348.6496435,3/25/2007,3/25/2009
192798,40,20,2,M,Married,467.6091343,3/24/2007,3/24/2009
132461,34,15,2,M,Single,602.7205126,3/23/2007,3/23/2009
122243,57,40,2,F,Single,420.9816334,3/22/2007,3/22/2009
107925,52,31,2,M,Married,679.4670175,3/21/2007,3/21/2009
162128,29,9,2,F,Single,655.0052795,3/20/2007,3/20/2009
113797,31,12,2,F,Married,306.5892045,3/19/2007,3/19/2009
139691,26,6,2,F,Single,346.6259326,3/18/2007,3/18/2009
151981,32,12,2,F,Single,388.2892987,3/17/2007,3/17/2009
173146,29,11,2,M,Married,319.8674797,3/16/2007,3/16/2009
164991,50,33,2,M,Single,352.0222124,3/15/2007,3/15/2009
110816,64,45,2,F,Married,106.9182747,3/14/2007,3/14/2009
169826,18,0,2,F,Married,217.1088822,3/13/2007,3/13/2009
173344,52,31,2,M,Single,393.3277765,3/12/2007,3/12/2009
186780,68,48,2,F,Married,129.1156282,3/11/2007,3/11/2009
118207,35,18,2,F,Single,481.8868022,3/10/2007,3/10/2009
104525,62,42,2,M,Single,591.4482438,3/9/2007,3/9/2009
129017,57,37,2,F,Married,142.2245697,3/8/2007,3/8/2009
113975,55,38,2,F,Married,280.135132,3/7/2007,3/7/2009
143149,52,32,2,F,Single,389.9110341,3/6/2007,3/6/2009
195435,22,5,2,F,Married,330.2577944,3/5/2007,3/5/2009
184934,36,17,2,F,Single,368.6566367,3/4/2007,3/4/2009
131590,46,25,2,F,Single,428.5202743,3/3/2007,3/3/2009
198363,21,3,2,F,Married,153.7438074,3/2/2007,3/2/2009
101926,62,43,2,F,Married,141.3103188,3/1/2007,3/1/2009
163307,30,10,2,F,Single,701.8218843,2/28/2007,2/28/2009
128056,17,0,2,F,Single,811.6163512,2/27/2007,2/27/2009
101627,31,12,2,F,Single,617.0991685,2/26/2007,2/26/2009
106368,55,37,2,F,Single,414.9357568,2/25/2007,2/25/2009
192750,26,7,2,F,Married,300.8567133,2/24/2007,2/24/2009
136370,28,8,2,F,Married,281.4052085,2/23/2007,2/23/2009
144980,60,43,2,F,Single,342.9824095,2/22/2007,2/22/2009
108545,53,36,2,M,Married,196.7456397,2/21/2007,2/21/2009
134487,27,6,2,M,Married,681.3895589,2/20/2007,2/20/2009
190823,68,48,2,M,Single,762.3992413,2/19/2007,2/19/2009
162938,28,7,2,F,Married,334.5390852,2/18/2007,2/18/2009
186846,45,25,2,F,Married,333.8893909,2/17/2007,2/17/2009
153709,18,0,2,F,Single,735.4720889,2/16/2007,2/16/2009
102684,51,33,2,M,Married,447.8181147,2/15/2007,2/15/2009
123452,55,37,2,M,Single,349.693678,2/14/2007,2/14/2009
160398,29,8,2,F,Single,691.0368252,2/13/2007,2/13/2009
121723,57,38,2,M,Married,342.0250702,2/12/2007,2/12/2009
135362,18,1,2,M,Single,518.4613744,2/11/2007,2/11/2009
197116,23,6,2,M,Single,778.4199705,2/10/2007,2/10/2009
113819,62,41,2,F,Single,234.0169203,2/9/2007,2/9/2009
106584,16,0,2,M,Single,633.0287569,2/8/2007,2/8/2009
137586,43,23,2,F,Married,415.3391371,2/7/2007,2/7/2009
160589,65,45,2,F,Single,228.7047373,2/6/2007,2/6/2009
155394,24,5,2,F,Single,345.91391,2/5/2007,2/5/2009
133911,47,29,2,M,Married,353.1585726,2/4/2007,2/4/2009
165059,55,38,2,M,Single,465.282525,2/3/2007,2/3/2009
116337,33,14,2,F,Single,898.8948057,2/2/2007,2/2/2009
156278,40,22,2,M,Single,468.9365058,2/1/2007,2/1/2009
149419,56,38,2,M,Married,361.2911271,1/31/2007,1/31/2009
184811,63,42,2,M,Single,272.8974502,1/30/2007,1/30/2009
176183,27,8,2,M,Single,505.7678196,1/29/2007,1/29/2009
110528,29,8,2,M,Single,757.7647701,1/28/2007,1/28/2009
110896,16,0,2,F,Married,274.0220669,1/27/2007,1/27/2009
171007,50,29,2,M,Married,367.2249058,1/26/2007,1/26/2009
115254,63,45,2,M,Single,769.8337762,1/25/2007,1/25/2009
183801,61,44,2,M,Single,176.3209485,1/24/2007,1/24/2009
184387,17,0,2,M,Single,765.6528906,1/23/2007,1/23/2009
114484,16,0,2,F,Single,674.7125191,1/22/2007,1/22/2009
127886,25,7,2,M,Married,838.6878046,1/21/2007,1/21/2009
134777,31,13,2,M,Single,436.1708524,1/20/2007,1/20/2009
162148,25,8,2,M,Married,269.4863751,1/19/2007,1/19/2009
161054,24,6,2,F,Single,402.7228306,1/18/2007,1/18/2009
157565,21,4,2,F,Single,278.9000884,1/17/2007,1/17/2009
170149,57,39,2,M,Single,412.1684969,1/16/2007,1/16/2009
122086,52,32,2,M,Single,916.7338256,1/15/2007,1/15/2009
145730,18,1,2,M,Married,434.4512132,1/14/2007,1/14/2009
193285,16,0,2,M,Single,837.4157377,1/13/2007,1/13/2009
175053,22,3,2,F,Single,410.1476426,1/12/2007,1/12/2009
138535,22,5,2,M,Single,296.1718486,1/11/2007,1/11/2009
141114,70,51,2,M,Married,122.6835746,1/10/2007,1/10/2009
197475,62,44,2,M,Single,592.2771478,1/9/2007,1/9/2009
116634,34,17,2,F,Single,445.8645954,1/8/2007,1/8/2009
130607,34,15,2,M,Single,609.4384353,1/7/2007,1/7/2009
161857,67,48,2,F,Married,29.94505399,1/6/2007,1/6/2009
155644,22,3,2,F,Single,531.3287706,1/5/2007,1/5/2009
127752,70,53,2,M,Single,115.2820125,1/4/2007,1/4/2009
115708,68,50,2,F,Single,45.13376464,1/3/2007,1/3/2009
190239,23,5,2,F,Single,367.2975155,1/2/2007,1/2/2009
198535,20,2,2,F,Single,297.7994598,1/1/2007,1/1/2009
175808,49,30,2,F,Married,443.2641355,12/31/2006,12/31/2008
170331,30,12,2,M,Married,444.3293777,12/30/2006,12/30/2008
155723,51,31,2,F,Married,151.429648,12/29/2006,12/29/2008
195418,19,1,2,M,Married,178.5321406,12/28/2006,12/28/2008
162640,29,8,2,M,Married,652.1225397,12/27/2006,12/27/2008
173044,23,4,2,F,Married,469.9437156,12/26/2006,12/26/2008
116313,64,46,2,F,Single,133.7223801,12/25/2006,12/25/2008
162119,57,36,2,F,Single,375.6861167,12/24/2006,12/24/2008
155679,66,47,2,M,Single,89.95110132,12/23/2006,12/23/2008
135195,25,7,2,M,Married,270.1715725,12/22/2006,12/22/2008
136227,35,14,2,M,Married,729.6449966,12/21/2006,12/21/2008
187489,69,49,2,M,Single,139.045733,12/20/2006,12/20/2008
149722,44,23,2,F,Single,443.1036083,12/19/2006,12/19/2008
136361,38,19,2,F,Single,410.1154769,12/18/2006,12/18/2008
140588,70,49,2,M,Married,321.0624448,12/17/2006,12/17/2008
113081,65,46,2,F,Married,191.1909845,12/16/2006,12/16/2008
143977,19,1,2,F,Married,443.6650907,12/15/2006,12/15/2008
179730,68,48,2,F,Single,77.05782973,12/14/2006,12/14/2008
121180,67,48,2,M,Married,73.79096185,12/13/2006,12/13/2008
136204,41,21,2,F,Single,411.9519695,12/12/2006,12/12/2008
190805,51,30,2,M,Single,470.7177821,12/11/2006,12/11/2008
195249,62,42,2,M,Single,199.4172719,12/10/2006,12/10/2008
151980,50,29,2,M,Single,450.7769182,12/9/2006,12/9/2008
114225,70,52,2,F,Single,88.01923871,12/8/2006,12/8/2008
108266,69,49,2,F,Married,447.4350794,12/7/2006,12/7/2008
116290,56,36,2,M,Married,265.3119797,12/6/2006,12/6/2008
127009,60,39,2,F,Single,169.8270482,12/5/2006,12/5/2008
160935,19,0,2,F,Single,471.6957611,12/4/2006,12/4/2008
152720,25,8,2,F,Married,327.7078753,12/3/2006,12/3/2008
149333,47,27,2,F,Single,197.830166,12/2/2006,12/2/2008
191140,18,0,2,F,Single,344.6924813,12/1/2006,12/1/2008
117839,26,9,2,F,Married,206.6178357,11/30/2006,11/30/2008
132615,63,44,2,F,Married,212.7331935,11/29/2006,11/29/2008
113217,25,8,2,M,Married,971.6615958,11/28/2006,11/28/2008
197169,46,28,2,F,Single,396.236596,11/27/2006,11/27/2008
137052,68,48,2,F,Married,85.80168233,11/26/2006,11/26/2008
102526,25,6,2,M,Single,1136.769929,11/25/2006,11/25/2008
120974,34,17,2,M,Married,432.4997239,11/24/2006,11/24/2008
141491,31,14,2,M,Married,380.8398167,11/23/2006,11/23/2008
150940,24,7,2,F,Married,288.4618053,11/22/2006,11/22/2008
190671,27,8,2,F,Single,144.3156563,11/21/2006,11/21/2008
160678,20,1,2,F,Married,396.0667996,11/20/2006,11/20/2008
128988,31,10,2,F,Single,417.2227443,11/19/2006,11/19/2008
112680,36,17,2,F,Single,377.2055573,11/18/2006,11/18/2008
139754,17,0,2,M,Married,390.5690694,11/17/2006,11/17/2008
135721,17,0,2,M,Married,432.1548344,11/16/2006,11/16/2008
170087,44,25,2,M,Single,594.8041445,11/15/2006,11/15/2008
100945,19,2,2,M,Single,737.3161446,11/14/2006,11/14/2008
136674,41,22,2,F,Married,164.1363746,11/13/2006,11/13/2008
165262,49,32,2,F,Single,191.5855411,11/12/2006,11/12/2008
118516,22,4,2,M,Married,296.1653493,11/11/2006,11/11/2008
